event,lon,lat,id,geo,datetime
12049665465,-50.379,61.711,66353,POINT (-50.379 61.711),2007-01-12 06:38:00.000
12049665430,-52.596,65.665,66353,POINT (-52.596 65.66500000000001),2006-12-22 06:53:00.000
12049665440,-58.113,66.575,66353,POINT (-58.113 66.575),2006-12-25 16:17:00.000
12049683742,-59.704,63.893,128148,POINT (-59.704 63.893),2013-12-13 07:16:00.000
12049639544,-59.731,65.165,66358,POINT (-59.731 65.16500000000001),2006-12-28 23:32:00.000
12049683727,-60.909,63.949,128148,POINT (-60.909 63.949),2013-12-07 23:14:00.000
12049683721,-60.979,63.961,128148,POINT (-60.979 63.961),2013-12-07 07:37:00.000
12049683734,-61.09,64.106,128148,POINT (-61.09 64.10599999999999),2013-12-11 03:04:00.000
12049683737,-61.094,64.125,128148,POINT (-61.094 64.125),2013-12-11 15:09:00.000
12049683728,-61.128,63.732,128148,POINT (-61.128 63.732),2013-12-09 01:20:00.000
12049683703,-61.213,66.596,128148,POINT (-61.213 66.596),2013-11-29 15:12:00.000
12049683718,-61.232,64.085,128148,POINT (-61.232 64.08499999999999),2013-12-05 13:04:00.000
12049639505,-61.275,65.347,66358,POINT (-61.275 65.34699999999999),2006-12-23 20:34:00.000
12049639493,-61.283,66.719,66358,POINT (-61.283 66.71899999999999),2006-12-21 19:40:00.000
12049683747,-61.316,64.083,128148,POINT (-61.316 64.083),2013-12-13 19:49:00.000
12049639497,-61.43,66.196,66358,POINT (-61.43 66.196),2006-12-22 12:36:00.000
12049683729,-61.436,63.71,128148,POINT (-61.436 63.71),2013-12-09 15:05:00.000
12049663417,-61.474,66.282,128152,POINT (-61.474 66.282),2014-12-09 07:42:00.000
12049683748,-61.531,63.89,128148,POINT (-61.531 63.89),2013-12-15 01:41:00.000
12049665443,-61.556,63.694,66353,POINT (-61.556 63.694),2006-12-27 06:05:00.000
12049689741,-61.564,66.489,201671,POINT (-61.564 66.489),2005-07-20 07:49:00.000
12049663420,-61.581,65.729,128152,POINT (-61.581 65.729),2014-12-09 19:51:00.000
12049689763,-61.603,66.845,201671,POINT (-61.603 66.845),2005-07-20 20:32:00.000
12049639522,-61.643,65.087,66358,POINT (-61.643 65.087),2006-12-26 11:16:00.000
12049683707,-61.654,64.987,128148,POINT (-61.654 64.98699999999999),2013-12-01 05:58:00.000
12049665464,-61.66,63.99,66353,POINT (-61.66 63.99),2007-01-01 23:41:00.000
12049665457,-61.676,64.01,66353,POINT (-61.676 64.01000000000001),2006-12-31 09:41:00.000
12049649452,-61.684,62.885,114505,POINT (-61.684 62.885),2013-01-06 09:56:00.000
12049665460,-61.711,63.958,66353,POINT (-61.711 63.958),2007-01-01 06:51:00.000
12049665452,-61.723,64.16,66353,POINT (-61.723 64.16),2006-12-30 10:06:00.000
12049665434,-61.781,67.456,66353,POINT (-61.781 67.456),2006-12-23 12:17:00.000
12049639530,-61.804,64.792,66358,POINT (-61.804 64.792),2006-12-26 23:19:00.000
12049639507,-61.814,64.779,66358,POINT (-61.814 64.779),2006-12-24 09:16:00.000
12049683713,-61.923,64.263,128148,POINT (-61.923 64.26300000000001),2013-12-03 11:26:00.000
12049639479,-61.967,67.273,66358,POINT (-61.967 67.273),2006-12-20 09:12:00.000
12049683700,-61.973,67.05,128148,POINT (-61.973 67.05),2013-11-29 01:59:00.000
12049665450,-62.057,64.278,66353,POINT (-62.057 64.27800000000001),2006-12-29 18:04:00.000
12049639485,-62.066,67.13,66358,POINT (-62.066 67.13),2006-12-21 07:00:00.000
12049689738,-62.104,65.81,201671,POINT (-62.104 65.81),2005-07-19 09:37:00.000
12049689768,-62.14,67.667,201671,POINT (-62.14 67.667),2005-07-21 18:49:00.000
12049639513,-62.243,64.454,66358,POINT (-62.243 64.45399999999999),2006-12-25 07:12:00.000
12049665436,-62.36,67.218,66353,POINT (-62.36 67.218),2006-12-24 09:57:00.000
12049639518,-62.436,64.393,66358,POINT (-62.436 64.393),2006-12-25 20:36:00.000
12049649455,-62.455,62.896,114505,POINT (-62.455 62.896),2013-01-10 17:49:00.000
12049689735,-62.478,65.435,201671,POINT (-62.478 65.435),2005-07-18 20:55:00.000
12049649449,-62.533,63.412,114505,POINT (-62.533 63.412),2013-01-04 13:09:00.000
12049649425,-62.564,63.563,114505,POINT (-62.564 63.563),2012-12-27 01:49:00.000
12049649454,-62.585,63.008,114505,POINT (-62.585 63.008),2013-01-08 11:59:00.000
12049665429,-62.598,68.067,66353,POINT (-62.598 68.06699999999999),2006-12-21 13:02:00.000
12049649426,-62.605,63.606,114505,POINT (-62.605 63.606),2012-12-27 23:19:00.000
12049665441,-62.62,65.389,66353,POINT (-62.62 65.389),2006-12-26 07:54:00.000
12049649402,-62.661,63.644,114505,POINT (-62.661 63.644),2012-12-19 09:44:00.000
12049649434,-62.721,63.642,114505,POINT (-62.721 63.642),2012-12-29 21:05:00.000
12049639605,-62.762,63.112,66358,POINT (-62.762 63.112),2007-01-04 06:26:00.000
12049649427,-62.769,63.583,114505,POINT (-62.769 63.583),2012-12-29 07:58:00.000
12049649395,-62.776,63.617,114505,POINT (-62.776 63.617),2012-12-13 19:35:00.000
12049649445,-62.781,63.71,114505,POINT (-62.781 63.71),2013-01-02 09:18:00.000
12049689724,-62.788,65.133,201671,POINT (-62.788 65.133),2005-07-18 08:33:00.000
12049663423,-62.798,64.648,128152,POINT (-62.798 64.648),2014-12-11 09:22:00.000
12049639535,-62.805,64.234,66358,POINT (-62.805 64.23399999999999),2006-12-28 10:55:00.000
12049649436,-62.821,63.805,114505,POINT (-62.821 63.805),2012-12-31 07:31:00.000
12049649442,-62.822,63.879,114505,POINT (-62.822 63.879),2012-12-31 19:39:00.000
12049649397,-62.823,63.693,114505,POINT (-62.823 63.693),2012-12-15 15:34:00.000
12049649459,-62.831,62.487,114505,POINT (-62.831 62.487),2013-01-12 05:26:00.000
12049649400,-62.85,63.642,114505,POINT (-62.85 63.642),2012-12-17 13:28:00.000
12049649391,-62.885,63.528,114505,POINT (-62.885 63.528),2012-12-13 07:25:00.000
12049649414,-62.892,63.655,114505,POINT (-62.892 63.655),2012-12-23 13:49:00.000
12049649421,-62.905,63.63,114505,POINT (-62.905 63.63),2012-12-25 05:44:00.000
12049639583,-62.934,64.614,66358,POINT (-62.934 64.614),2007-01-02 13:23:00.000
12049639629,-62.946,63.712,66358,POINT (-62.946 63.712),2007-01-05 22:19:00.000
12049649409,-62.977,63.693,114505,POINT (-62.977 63.693),2012-12-23 01:45:00.000
12049665446,-63.005,64.549,66353,POINT (-63.005 64.54900000000001),2006-12-27 19:08:00.000
12049648989,-63.008,65.814,114505,POINT (-63.008 65.81399999999999),2012-09-28 07:37:00.000
12049639474,-63.062,67.602,66358,POINT (-63.062 67.602),2006-12-19 18:49:00.000
12049639617,-63.121,64.735,66358,POINT (-63.121 64.735),2007-01-04 19:23:00.000
12049648712,-63.122,66.232,114505,POINT (-63.122 66.232),2012-08-30 11:58:00.000
12049649405,-63.13,63.802,114505,POINT (-63.13 63.802),2012-12-21 05:57:00.000
12049649132,-63.249,65.981,114505,POINT (-63.249 65.98099999999999),2012-10-15 20:01:00.000
12049639562,-63.261,64.495,66358,POINT (-63.261 64.495),2006-12-31 12:48:00.000
12049639640,-63.299,64.427,66358,POINT (-63.299 64.42700000000001),2007-01-07 07:29:00.000
12049665478,-63.362,63.951,66353,POINT (-63.362 63.951),2007-01-13 22:28:00.000
12049665501,-63.375,64.48,66353,POINT (-63.375 64.48),2007-01-21 17:58:00.000
12049689770,-63.384,67.981,201671,POINT (-63.384 67.98099999999999),2005-07-22 07:55:00.000
12049639581,-63.41,64.512,66358,POINT (-63.41 64.512),2007-01-01 23:44:00.000
12049665475,-63.422,63.917,66353,POINT (-63.422 63.917),2007-01-13 08:31:00.000
12049689720,-63.439,64.919,201671,POINT (-63.439 64.919),2005-07-17 19:04:00.000
12049665591,-63.479,64.732,66353,POINT (-63.479 64.732),2007-02-18 11:31:00.000
12049639622,-63.487,64.502,66358,POINT (-63.487 64.502),2007-01-05 10:08:00.000
12049663486,-63.496,64.361,128152,POINT (-63.496 64.361),2014-12-29 05:58:00.000
12049665479,-63.54,63.976,66353,POINT (-63.54 63.976),2007-01-14 14:09:00.000
12049663484,-63.54,64.519,128152,POINT (-63.54 64.51900000000001),2014-12-27 03:27:00.000
12049639548,-63.568,64.755,66358,POINT (-63.568 64.755),2006-12-29 11:34:00.000
12049665578,-63.571,64.776,66353,POINT (-63.571 64.776),2007-02-15 10:35:00.000
12049689712,-63.58,64.939,201671,POINT (-63.58 64.93899999999999),2005-07-17 06:43:00.000
12049665588,-63.59,64.808,66353,POINT (-63.59 64.80800000000001),2007-02-17 14:01:00.000
12049639558,-63.591,64.704,66358,POINT (-63.591 64.70399999999999),2006-12-30 22:49:00.000
12049649463,-63.595,62.378,114505,POINT (-63.595 62.378),2013-01-12 23:05:00.000
12049665500,-63.614,64.244,66353,POINT (-63.614 64.244),2007-01-20 10:19:00.000
12049648569,-63.623,65.512,114505,POINT (-63.623 65.512),2012-08-13 07:23:00.000
12049639469,-63.635,68.028,66358,POINT (-63.635 68.02800000000001),2006-12-19 06:41:00.000
12049665594,-63.656,64.806,66353,POINT (-63.656 64.806),2007-02-19 06:47:00.000
12049665582,-63.657,64.781,66353,POINT (-63.657 64.78100000000001),2007-02-16 07:43:00.000
12049663481,-63.676,64.423,128152,POINT (-63.676 64.423),2014-12-25 22:00:00.000
12049639648,-63.688,64.598,66358,POINT (-63.688 64.598),2007-01-08 08:14:00.000
12049663479,-63.689,64.466,128152,POINT (-63.689 64.46599999999999),2014-12-25 05:10:00.000
12049665630,-63.73,64.769,66353,POINT (-63.73 64.76900000000001),2007-02-23 19:28:00.000
12049663431,-63.743,64.51,128152,POINT (-63.743 64.51000000000001),2014-12-13 01:42:00.000
12049663510,-63.756,64.644,128152,POINT (-63.756 64.64400000000001),2015-01-04 15:13:00.000
12049665587,-63.766,64.816,66353,POINT (-63.766 64.816),2007-02-16 20:21:00.000
12049639635,-63.793,64.429,66358,POINT (-63.793 64.429),2007-01-06 13:34:00.000
12049639419,-63.797,68.299,66358,POINT (-63.797 68.29900000000001),2006-12-13 10:20:00.000
12049665505,-63.802,64.689,66353,POINT (-63.802 64.68899999999999),2007-01-22 06:41:00.000
12049663517,-63.806,64.741,128152,POINT (-63.806 64.741),2015-01-08 05:47:00.000
12049639568,-63.808,64.467,66358,POINT (-63.808 64.467),2007-01-01 09:18:00.000
12049665626,-63.812,64.719,66353,POINT (-63.812 64.71899999999999),2007-02-22 21:57:00.000
12049637082,-63.815,63.476,66353,POINT (-63.815 63.476),2006-07-26 09:05:00.000
12049665616,-63.816,64.759,66353,POINT (-63.816 64.759),2007-02-22 08:45:00.000
12049663508,-63.823,64.636,128152,POINT (-63.823 64.636),2015-01-04 01:29:00.000
12049663512,-63.827,64.684,128152,POINT (-63.827 64.684),2015-01-06 01:37:00.000
12049648512,-63.827,65.796,114505,POINT (-63.827 65.79600000000001),2012-08-09 09:20:00.000
12049663492,-63.837,64.605,128152,POINT (-63.837 64.605),2014-12-31 05:37:00.000
12049663515,-63.853,64.748,128152,POINT (-63.853 64.748),2015-01-06 21:59:00.000
12049639556,-63.853,64.467,66358,POINT (-63.853 64.467),2006-12-30 10:35:00.000
12049663494,-63.89,64.733,128152,POINT (-63.89 64.733),2014-12-31 23:59:00.000
12049665480,-63.915,64.011,66353,POINT (-63.915 64.011),2007-01-15 18:28:00.000
12049649381,-63.926,64.029,114505,POINT (-63.926 64.029),2012-12-09 01:23:00.000
12049663437,-63.935,64.548,128152,POINT (-63.935 64.548),2014-12-13 14:04:00.000
12049639654,-63.935,64.362,66358,POINT (-63.935 64.36199999999999),2007-01-09 10:55:00.000
12049665573,-63.937,64.834,66353,POINT (-63.937 64.834),2007-02-14 21:53:00.000
12049665490,-63.997,64.799,66353,POINT (-63.997 64.79900000000001),2007-01-18 10:57:00.000
12049665481,-64.002,63.985,66353,POINT (-64.002 63.985),2007-01-16 09:21:00.000
12049683659,-64.019,68.031,128148,POINT (-64.01900000000001 68.03100000000001),2013-11-17 09:48:00.000
12049649380,-64.022,63.957,114505,POINT (-64.02200000000001 63.957),2012-12-07 22:02:00.000
12049663495,-64.032,64.722,128152,POINT (-64.032 64.72199999999999),2015-01-02 07:53:00.000
12049639410,-64.037,67.508,66358,POINT (-64.03700000000001 67.508),2006-12-11 12:10:00.000
12049665499,-64.037,64.736,66353,POINT (-64.03700000000001 64.736),2007-01-18 23:50:00.000
12049683632,-64.062,67.993,128148,POINT (-64.062 67.99299999999999),2013-11-09 09:56:00.000
12049665570,-64.068,64.805,66353,POINT (-64.068 64.80500000000001),2007-02-14 07:40:00.000
12049683798,-64.069,62.695,128148,POINT (-64.069 62.695),2014-01-02 13:10:00.000
12049663505,-64.084,64.676,128152,POINT (-64.084 64.676),2015-01-02 20:02:00.000
12049639384,-64.114,68.297,66358,POINT (-64.114 68.297),2006-12-04 11:23:00.000
12049683673,-64.117,67.986,128148,POINT (-64.117 67.986),2013-11-23 05:08:00.000
12049683669,-64.121,68.032,128148,POINT (-64.121 68.032),2013-11-21 13:35:00.000
12049665599,-64.126,64.852,66353,POINT (-64.126 64.852),2007-02-19 23:10:00.000
12049683697,-64.131,67.966,128148,POINT (-64.131 67.96599999999999),2013-11-27 19:53:00.000
12049663468,-64.134,64.574,128152,POINT (-64.134 64.574),2014-12-21 15:55:00.000
12049683639,-64.176,67.962,128148,POINT (-64.176 67.962),2013-11-11 01:24:00.000
12049649390,-64.19,63.906,114505,POINT (-64.19 63.906),2012-12-11 09:32:00.000
12049649352,-64.192,64.05,114505,POINT (-64.19199999999999 64.05),2012-11-29 01:24:00.000
12049665632,-64.193,64.855,66353,POINT (-64.193 64.855),2007-02-24 12:55:00.000
12049683781,-64.196,62.734,128148,POINT (-64.196 62.734),2013-12-29 01:10:00.000
12049649375,-64.201,63.986,114505,POINT (-64.20099999999999 63.986),2012-12-07 07:21:00.000
12049649367,-64.21,63.996,114505,POINT (-64.20999999999999 63.996),2012-12-05 07:48:00.000
12049649355,-64.217,63.985,114505,POINT (-64.217 63.985),2012-11-29 13:51:00.000
12049663457,-64.219,64.499,128152,POINT (-64.21899999999999 64.499),2014-12-19 02:00:00.000
12049683685,-64.22,67.971,128148,POINT (-64.22 67.971),2013-11-25 07:15:00.000
12049663462,-64.22,64.49,128152,POINT (-64.22 64.48999999999999),2014-12-19 15:41:00.000
12049649361,-64.223,63.98,114505,POINT (-64.223 63.98),2012-12-01 13:17:00.000
12049663470,-64.231,64.496,128152,POINT (-64.23099999999999 64.496),2014-12-23 01:39:00.000
12049639533,-64.242,64.707,66358,POINT (-64.242 64.70699999999999),2006-12-27 11:19:00.000
12049683788,-64.245,62.708,128148,POINT (-64.245 62.708),2013-12-29 15:41:00.000
12049665609,-64.25,64.766,66353,POINT (-64.25 64.76600000000001),2007-02-21 08:09:00.000
12049683682,-64.25,67.977,128148,POINT (-64.25 67.977),2013-11-23 17:08:00.000
12049663452,-64.251,64.608,128152,POINT (-64.251 64.608),2014-12-17 19:18:00.000
12049649387,-64.259,64.011,114505,POINT (-64.259 64.011),2012-12-09 13:27:00.000
12049683692,-64.275,67.955,128148,POINT (-64.27500000000001 67.955),2013-11-27 07:07:00.000
12049683779,-64.275,62.693,128148,POINT (-64.27500000000001 62.693),2013-12-27 13:58:00.000
12049665613,-64.277,64.737,66353,POINT (-64.277 64.73699999999999),2007-02-21 20:37:00.000
12049650776,-64.289,65.576,114508,POINT (-64.289 65.57599999999999),2012-08-23 05:38:00.000
12049649363,-64.294,63.947,114505,POINT (-64.294 63.947),2012-12-03 01:41:00.000
12049683648,-64.301,67.947,128148,POINT (-64.301 67.947),2013-11-13 01:57:00.000
12049663585,-64.307,64.895,128152,POINT (-64.307 64.895),2015-02-03 21:18:00.000
12049663410,-64.323,67.937,128152,POINT (-64.32299999999999 67.937),2014-12-07 11:59:00.000
12049683752,-64.324,63.18,128148,POINT (-64.324 63.18),2013-12-17 01:02:00.000
12049665603,-64.328,64.69,66353,POINT (-64.328 64.69),2007-02-20 11:36:00.000
12049663475,-64.329,64.445,128152,POINT (-64.32899999999999 64.44499999999999),2014-12-23 15:11:00.000
12049665647,-64.336,64.889,66353,POINT (-64.336 64.889),2007-02-25 22:26:00.000
12049649359,-64.359,63.936,114505,POINT (-64.35899999999999 63.936),2012-12-01 01:10:00.000
12049651456,-64.373,66.08,114508,POINT (-64.373 66.08),2012-10-24 23:37:00.000
12049683690,-64.386,67.959,128148,POINT (-64.386 67.959),2013-11-25 21:29:00.000
12049683776,-64.4,62.83,128148,POINT (-64.40000000000001 62.83),2013-12-25 19:53:00.000
12049683755,-64.405,63.138,128148,POINT (-64.405 63.138),2013-12-17 19:12:00.000
12049683664,-64.407,67.95,128148,POINT (-64.407 67.95),2013-11-19 13:34:00.000
12049665565,-64.452,64.849,66353,POINT (-64.452 64.849),2007-02-13 10:55:00.000
12049648541,-64.452,65.789,114505,POINT (-64.452 65.789),2012-08-11 13:59:00.000
12049649366,-64.452,63.965,114505,POINT (-64.452 63.965),2012-12-03 15:45:00.000
12049637080,-64.456,63.977,66353,POINT (-64.456 63.977),2006-07-25 21:02:00.000
12049663406,-64.458,67.959,128152,POINT (-64.458 67.959),2014-12-05 16:01:00.000
12049663586,-64.473,64.943,128152,POINT (-64.473 64.943),2015-02-05 05:44:00.000
12049663392,-64.482,68.324,128152,POINT (-64.482 68.324),2014-12-01 07:52:00.000
12049650748,-64.484,65.489,114508,POINT (-64.48399999999999 65.489),2012-08-18 09:53:00.000
12049683774,-64.503,62.948,128148,POINT (-64.503 62.948),2013-12-25 03:18:00.000
12049678972,-64.511,62.308,114508,POINT (-64.511 62.308),2014-06-14 15:37:00.000
12049663400,-64.514,67.921,128152,POINT (-64.514 67.92100000000001),2014-12-05 03:43:00.000
12049665488,-64.521,64.326,66353,POINT (-64.521 64.32599999999999),2007-01-17 15:43:00.000
12049665638,-64.531,64.92,66353,POINT (-64.53100000000001 64.92),2007-02-25 08:27:00.000
12049639365,-64.537,68.511,66358,POINT (-64.53700000000001 68.511),2006-12-01 23:57:00.000
12049665648,-64.543,65.0,66353,POINT (-64.54300000000001 65),2007-02-26 16:38:00.000
12049651159,-64.545,66.076,114508,POINT (-64.545 66.07599999999999),2012-09-29 21:22:00.000
12049639391,-64.546,68.32,66358,POINT (-64.54600000000001 68.31999999999999),2006-12-05 06:32:00.000
12049683760,-64.556,63.145,128148,POINT (-64.556 63.145),2013-12-21 03:56:00.000
12049683656,-64.571,67.865,128148,POINT (-64.571 67.86499999999999),2013-11-15 05:59:00.000
12049683651,-64.59,67.909,128148,POINT (-64.59 67.90900000000001),2013-11-13 17:38:00.000
12049648663,-64.598,65.789,114505,POINT (-64.598 65.789),2012-08-23 15:41:00.000
12049663449,-64.601,64.568,128152,POINT (-64.601 64.568),2014-12-17 01:19:00.000
12049678978,-64.621,62.357,114508,POINT (-64.621 62.357),2014-06-15 03:58:00.000
12049650788,-64.634,65.945,114508,POINT (-64.634 65.94499999999999),2012-08-24 09:57:00.000
12049650802,-64.635,66.129,114508,POINT (-64.63500000000001 66.129),2012-08-26 05:01:00.000
12049651394,-64.676,66.128,114508,POINT (-64.676 66.128),2012-10-19 17:35:00.000
12049650940,-64.687,66.077,114508,POINT (-64.687 66.077),2012-09-10 09:12:00.000
12049648652,-64.697,66.034,114505,POINT (-64.697 66.03400000000001),2012-08-22 05:47:00.000
12049639432,-64.703,68.595,66358,POINT (-64.703 68.595),2006-12-15 11:28:00.000
12049683766,-64.713,63.134,128148,POINT (-64.71299999999999 63.134),2013-12-21 17:39:00.000
12049651011,-64.718,66.04,114508,POINT (-64.718 66.04000000000001),2012-09-16 19:58:00.000
12049651097,-64.721,66.117,114508,POINT (-64.721 66.117),2012-09-23 13:25:00.000
12049665652,-64.738,65.054,66353,POINT (-64.738 65.054),2007-02-27 13:41:00.000
12049651077,-64.74,66.092,114508,POINT (-64.73999999999999 66.092),2012-09-21 23:13:00.000
12049665562,-64.741,65.034,66353,POINT (-64.741 65.03400000000001),2007-02-12 22:42:00.000
12049651135,-64.749,66.146,114508,POINT (-64.749 66.146),2012-09-27 15:19:00.000
12049649116,-64.75,66.168,114505,POINT (-64.75 66.16800000000001),2012-10-13 19:38:00.000
12049648736,-64.75,65.846,114505,POINT (-64.75 65.846),2012-09-02 11:14:00.000
12049683756,-64.753,63.192,128148,POINT (-64.753 63.192),2013-12-19 11:50:00.000
12049650849,-64.76,66.157,114508,POINT (-64.76000000000001 66.157),2012-09-02 05:30:00.000
12049683793,-64.765,63.162,128148,POINT (-64.765 63.162),2013-12-31 13:38:00.000
12049648730,-64.768,66.065,114505,POINT (-64.768 66.065),2012-09-01 19:29:00.000
12049649214,-64.772,66.15,114505,POINT (-64.77200000000001 66.15000000000001),2012-10-24 23:37:00.000
12049651209,-64.776,66.092,114508,POINT (-64.776 66.092),2012-10-04 07:24:00.000
12049649120,-64.779,66.229,114505,POINT (-64.779 66.229),2012-10-14 09:39:00.000
12049648868,-64.784,66.186,114505,POINT (-64.78400000000001 66.18600000000001),2012-09-13 01:19:00.000
12049683769,-64.785,63.109,128148,POINT (-64.785 63.109),2013-12-23 13:23:00.000
12049650963,-64.785,66.013,114508,POINT (-64.785 66.01300000000001),2012-09-12 11:49:00.000
12049648937,-64.788,66.11,114505,POINT (-64.788 66.11),2012-09-22 09:20:00.000
12049649218,-64.789,66.068,114505,POINT (-64.789 66.068),2012-10-25 11:53:00.000
12049651181,-64.79,66.072,114508,POINT (-64.79000000000001 66.072),2012-10-01 13:50:00.000
12049648647,-64.791,66.038,114505,POINT (-64.791 66.038),2012-08-21 13:41:00.000
12049665389,-64.795,68.373,66353,POINT (-64.795 68.373),2006-11-30 08:43:00.000
12049651213,-64.795,66.086,114508,POINT (-64.795 66.086),2012-10-04 19:28:00.000
12049651327,-64.796,66.123,114508,POINT (-64.79600000000001 66.123),2012-10-14 13:05:00.000
12049639357,-64.799,68.343,66358,POINT (-64.79900000000001 68.343),2006-12-01 10:11:00.000
12049651227,-64.799,66.11,114508,POINT (-64.79900000000001 66.11),2012-10-05 21:03:00.000
12049651081,-64.801,66.151,114508,POINT (-64.801 66.151),2012-09-22 11:14:00.000
12049648875,-64.802,65.935,114505,POINT (-64.80200000000001 65.935),2012-09-13 15:15:00.000
12049651387,-64.804,66.091,114508,POINT (-64.804 66.09099999999999),2012-10-19 05:29:00.000
12049649051,-64.807,66.151,114505,POINT (-64.807 66.151),2012-10-03 19:45:00.000
12049648674,-64.81,66.016,114505,POINT (-64.81 66.01600000000001),2012-08-24 23:06:00.000
12049649064,-64.813,66.091,114505,POINT (-64.813 66.09099999999999),2012-10-05 21:05:00.000
12049648858,-64.818,66.085,114505,POINT (-64.818 66.08499999999999),2012-09-12 11:54:00.000
12049651119,-64.82,66.165,114508,POINT (-64.81999999999999 66.16500000000001),2012-09-25 21:41:00.000
12049651109,-64.824,66.058,114508,POINT (-64.824 66.05800000000001),2012-09-24 19:10:00.000
12049665658,-64.826,65.124,66353,POINT (-64.82599999999999 65.124),2007-02-28 11:16:00.000
12049651240,-64.827,66.098,114508,POINT (-64.827 66.098),2012-10-07 09:20:00.000
12049648637,-64.827,65.973,114505,POINT (-64.827 65.973),2012-08-20 07:47:00.000
12049651201,-64.828,66.055,114508,POINT (-64.828 66.05500000000001),2012-10-03 13:26:00.000
12049648536,-64.83,66.028,114505,POINT (-64.83 66.02800000000001),2012-08-11 01:04:00.000
12049651263,-64.83,66.041,114508,POINT (-64.83 66.041),2012-10-08 23:10:00.000
12049650976,-64.832,66.097,114508,POINT (-64.83199999999999 66.09699999999999),2012-09-13 15:12:00.000
12049651176,-64.834,66.107,114508,POINT (-64.834 66.107),2012-10-01 01:47:00.000
12049665386,-64.836,68.432,66353,POINT (-64.836 68.432),2006-11-29 17:19:00.000
12049663389,-64.842,68.346,128152,POINT (-64.842 68.346),2014-11-29 07:17:00.000
12049651105,-64.842,66.089,114508,POINT (-64.842 66.089),2012-09-24 05:52:00.000
12049650947,-64.842,66.027,114508,POINT (-64.842 66.027),2012-09-11 13:49:00.000
12049650983,-64.843,66.126,114508,POINT (-64.843 66.126),2012-09-14 07:35:00.000
12049649077,-64.844,66.011,114505,POINT (-64.84399999999999 66.011),2012-10-07 23:40:00.000
12049650857,-64.845,66.043,114508,POINT (-64.845 66.04300000000001),2012-09-03 11:02:00.000
12049639369,-64.845,68.348,66358,POINT (-64.845 68.348),2006-12-02 12:53:00.000
12049649180,-64.848,66.15,114505,POINT (-64.848 66.15000000000001),2012-10-19 15:12:00.000
12049651468,-64.849,66.033,114508,POINT (-64.849 66.033),2012-10-26 15:30:00.000
12049651401,-64.852,66.074,114508,POINT (-64.852 66.074),2012-10-20 07:50:00.000
12049651461,-64.854,66.091,114508,POINT (-64.854 66.09099999999999),2012-10-25 11:37:00.000
12049648970,-64.855,66.085,114505,POINT (-64.855 66.08499999999999),2012-09-25 23:04:00.000
12049665415,-64.856,68.343,66353,POINT (-64.85599999999999 68.343),2006-12-15 12:31:00.000
12049651121,-64.858,66.046,114508,POINT (-64.858 66.04600000000001),2012-09-26 13:51:00.000
12049649175,-64.858,66.034,114505,POINT (-64.858 66.03400000000001),2012-10-19 03:07:00.000
12049650794,-64.862,66.133,114508,POINT (-64.86199999999999 66.133),2012-08-24 23:32:00.000
12049663443,-64.865,64.613,128152,POINT (-64.86499999999999 64.613),2014-12-15 12:04:00.000
12049651245,-64.865,66.073,114508,POINT (-64.86499999999999 66.07299999999999),2012-10-07 21:39:00.000
12049651233,-64.866,66.083,114508,POINT (-64.866 66.083),2012-10-06 09:27:00.000
12049649067,-64.867,66.143,114505,POINT (-64.867 66.143),2012-10-06 13:48:00.000
12049651445,-64.872,66.105,114508,POINT (-64.872 66.105),2012-10-24 09:49:00.000
12049665508,-64.872,64.801,66353,POINT (-64.872 64.801),2007-01-23 09:56:00.000
12049648929,-64.876,66.137,114505,POINT (-64.876 66.137),2012-09-21 15:04:00.000
12049651131,-64.881,66.056,114508,POINT (-64.881 66.056),2012-09-27 03:06:00.000
12049649262,-64.884,65.984,114505,POINT (-64.884 65.98399999999999),2012-10-30 13:53:00.000
12049649059,-64.889,66.059,114505,POINT (-64.889 66.059),2012-10-05 07:56:00.000
12049679148,-64.892,63.558,114508,POINT (-64.892 63.558),2014-07-02 09:20:00.000
12049639325,-64.894,68.158,66358,POINT (-64.89400000000001 68.158),2006-11-28 07:24:00.000
12049651534,-64.9,66.048,114508,POINT (-64.90000000000001 66.048),2012-10-30 23:04:00.000
12049665542,-64.905,65.166,66353,POINT (-64.905 65.166),2007-02-07 10:26:00.000
12049651314,-64.905,65.997,114508,POINT (-64.905 65.997),2012-10-13 09:58:00.000
12049639443,-64.905,68.305,66358,POINT (-64.905 68.30500000000001),2006-12-15 23:36:00.000
12049651442,-64.905,66.018,114508,POINT (-64.905 66.018),2012-10-23 19:29:00.000
12049649054,-64.909,66.176,114505,POINT (-64.90900000000001 66.176),2012-10-04 13:15:00.000
12049651151,-64.909,66.047,114508,POINT (-64.90900000000001 66.047),2012-09-29 09:05:00.000
12049665409,-64.909,68.317,66353,POINT (-64.90900000000001 68.31699999999999),2006-12-04 14:55:00.000
12049649307,-64.914,66.111,114505,POINT (-64.914 66.111),2012-11-15 09:04:00.000
12049665366,-64.917,68.467,66353,POINT (-64.917 68.467),2006-11-23 23:47:00.000
12049651060,-64.918,66.016,114508,POINT (-64.91800000000001 66.01600000000001),2012-09-20 17:35:00.000
12049650989,-64.918,66.055,114508,POINT (-64.91800000000001 66.05500000000001),2012-09-14 19:41:00.000
12049663609,-64.921,65.191,128152,POINT (-64.92100000000001 65.191),2015-02-15 15:19:00.000
