event,visible,datetime,lon,lat,sensor-type,individual-taxon-canonical-name,tag-local-identifier,id,study-name
16561518402,true,2018-10-18 16:59:44.000,-101.49646,49.4804344,"gps","Calidris melanotos","175181","175181","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518403,true,2018-10-19 17:01:52.000,-101.497818,49.4818687,"gps","Calidris melanotos","175181","175181","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518404,true,2018-10-20 16:59:44.000,-101.497818,49.4820976,"gps","Calidris melanotos","175181","175181","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518405,true,2018-10-21 17:01:52.000,-101.4973831,49.4802551,"gps","Calidris melanotos","175181","175181","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518406,true,2018-10-22 16:59:44.000,-101.4807968,49.4747772,"gps","Calidris melanotos","175181","175181","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518407,true,2018-10-23 17:01:52.000,-101.4808731,49.4748535,"gps","Calidris melanotos","175181","175181","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518408,true,2018-10-24 16:59:44.000,-101.4969254,49.4815598,"gps","Calidris melanotos","175181","175181","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518409,true,2018-07-04 15:00:16.000,-156.6925507,71.2995682,"gps","Calidris melanotos","175183","175183","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518410,true,2018-07-05 15:02:24.000,-156.6907806,71.3000565,"gps","Calidris melanotos","175183","175183","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518411,true,2018-07-06 15:00:16.000,-156.6919098,71.2997742,"gps","Calidris melanotos","175183","175183","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518412,true,2018-07-07 15:02:24.000,-156.6912384,71.299469,"gps","Calidris melanotos","175183","175183","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518413,true,2018-07-08 15:00:16.000,-156.6919861,71.2999802,"gps","Calidris melanotos","175183","175183","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518414,true,2018-09-02 15:38:40.000,-96.19767,45.5843468,"gps","Calidris melanotos","175183","175183","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518415,true,2018-09-03 15:02:24.000,-94.3400803,42.6766472,"gps","Calidris melanotos","175183","175183","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518416,true,2018-09-04 15:00:16.000,-94.4975204,42.5600624,"gps","Calidris melanotos","175183","175183","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518417,true,2018-09-05 15:02:24.000,-94.4893036,42.5363846,"gps","Calidris melanotos","175183","175183","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518418,true,2018-06-24 16:59:44.000,-145.822113,70.1150055,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518419,true,2018-06-25 17:01:52.000,-145.8220978,70.115036,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518420,true,2018-06-26 16:59:44.000,-145.8268738,70.1142654,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518421,true,2018-06-27 17:01:52.000,-145.822113,70.1150055,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518422,true,2018-06-28 16:59:44.000,-145.8221436,70.1150055,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518423,true,2018-06-29 17:01:52.000,-145.8221436,70.115036,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518424,true,2018-06-30 16:59:44.000,-145.822113,70.1150055,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518425,true,2018-07-01 17:01:52.000,-145.822113,70.1150055,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518426,true,2018-07-02 16:59:44.000,-145.8220978,70.1150055,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518427,true,2018-07-03 17:01:52.000,-145.822113,70.115036,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518428,true,2018-07-04 16:59:44.000,-145.8270111,70.1149063,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518429,true,2018-07-05 17:01:52.000,-145.8221436,70.1149597,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518430,true,2018-07-06 16:59:44.000,-145.822113,70.115036,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518431,true,2018-07-07 17:01:52.000,-145.8272858,70.1146774,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518432,true,2018-07-08 16:59:44.000,-145.8284149,70.1147995,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518433,true,2018-07-09 17:01:52.000,-145.8220673,70.115036,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518434,true,2018-07-10 16:59:44.000,-145.8220978,70.1150055,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518435,true,2018-07-11 17:01:52.000,-145.822113,70.115036,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518436,true,2018-07-12 16:59:44.000,-145.8220978,70.115036,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518437,true,2018-07-13 17:01:52.000,-145.8230133,70.1155701,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518438,true,2018-07-20 16:59:44.000,-127.1094894,70.086441,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518439,true,2018-07-21 17:01:52.000,-110.2703476,68.6930084,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518440,true,2018-07-22 16:59:44.000,-107.9292526,68.9845352,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518441,true,2018-07-23 17:01:52.000,-107.931427,68.9786758,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518442,true,2018-07-24 16:59:44.000,-107.9244156,68.9839478,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518443,true,2018-07-25 17:01:52.000,-99.5818634,67.4414749,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518444,true,2018-07-26 16:59:44.000,-99.6494446,67.4361725,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518445,true,2018-07-27 17:01:52.000,-98.6793594,67.255722,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518446,true,2018-07-28 16:59:44.000,-96.2899551,66.2290039,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518447,true,2018-07-29 17:01:52.000,-96.3108978,66.2339172,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518448,true,2018-07-30 16:59:44.000,-95.6947327,64.1037216,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518449,true,2018-07-31 17:01:52.000,-95.6060791,64.0365677,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518450,true,2018-08-01 16:59:44.000,-95.6232071,64.0443802,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518451,true,2018-08-02 17:01:52.000,-94.3653793,60.8855438,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518452,true,2018-08-03 16:59:44.000,-94.7513504,60.5236092,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518453,true,2018-08-04 17:01:52.000,-94.7386017,60.4093552,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518454,true,2018-08-05 16:59:44.000,-94.8137589,58.2798729,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518455,true,2018-08-07 16:59:44.000,-94.8231277,58.273983,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518456,true,2018-08-08 17:01:52.000,-90.3819656,55.9525757,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518457,true,2018-08-09 16:59:44.000,-82.9796753,53.4868355,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518458,true,2018-08-10 17:01:52.000,-82.1370468,53.7891197,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518459,true,2018-08-11 16:59:44.000,-82.1357422,53.8050957,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518460,true,2018-08-12 17:01:52.000,-82.1414795,53.8063736,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518461,true,2018-08-13 16:59:44.000,-82.1396332,53.8020973,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518462,true,2018-08-14 17:01:52.000,-82.5293427,53.3848953,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518463,true,2018-08-15 16:59:44.000,-82.5294495,53.3848953,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518464,true,2018-08-16 17:01:52.000,-82.5455475,53.3926544,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518465,true,2018-08-17 16:59:44.000,-82.5285492,53.384613,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518466,true,2018-08-18 17:01:52.000,-82.5278625,53.3845367,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518467,true,2018-08-19 16:59:44.000,-82.5283203,53.3844109,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518468,true,2018-08-20 17:01:52.000,-88.9408646,47.5055733,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518469,true,2018-08-21 16:59:44.000,-88.8423309,39.4094467,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518470,true,2018-08-22 17:01:52.000,-90.1446304,37.2359543,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518471,true,2018-08-23 16:59:44.000,-90.0350113,36.1025391,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518472,true,2018-08-24 17:01:52.000,-90.0510559,35.9616623,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518473,true,2018-08-25 16:59:44.000,-90.0463257,35.9590263,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518474,true,2018-08-26 17:01:52.000,-90.0361328,35.9679604,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518475,true,2018-08-27 16:59:44.000,-90.0461197,35.9629707,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518476,true,2018-08-28 17:01:52.000,-90.0971375,35.741375,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518477,true,2018-08-29 16:59:44.000,-90.095192,35.7499771,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518478,true,2018-08-30 17:01:52.000,-90.0950165,35.7507439,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518479,true,2018-08-31 16:59:44.000,-90.0962143,35.741478,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518480,true,2018-09-01 17:01:52.000,-90.0951691,35.750618,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518481,true,2018-09-02 16:59:44.000,-90.094986,35.7551231,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518482,true,2018-09-03 17:01:52.000,-90.0951157,35.7521286,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518483,true,2018-09-04 16:59:44.000,-90.078476,35.771225,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518484,true,2018-09-05 17:01:52.000,-90.0564117,35.7876625,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518485,true,2018-09-06 16:59:44.000,-90.0624771,35.7760887,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518486,true,2018-09-07 17:01:52.000,-90.0623245,35.7649269,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518487,true,2018-09-08 16:59:44.000,-83.8012314,32.1400948,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518488,true,2018-09-09 17:01:52.000,-76.8425064,24.2578564,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518489,true,2018-09-10 16:59:44.000,-74.8944244,16.2803078,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518490,true,2018-09-11 17:01:52.000,-74.7372894,10.1935997,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518491,true,2018-09-12 16:59:44.000,-74.7313309,10.1953669,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518492,true,2018-09-13 17:01:52.000,-74.7302246,10.195776,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518493,true,2018-09-14 16:59:44.000,-74.7305603,10.1955967,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518494,true,2018-09-15 17:01:52.000,-74.7302246,10.1941891,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518495,true,2018-09-16 16:59:44.000,-74.7302017,10.1955709,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518496,true,2018-09-17 17:01:52.000,-74.7301025,10.1945477,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518497,true,2018-09-18 16:59:44.000,-74.7302246,10.1944189,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518498,true,2018-09-22 16:59:44.000,-72.9193878,4.2265983,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518499,true,2018-09-23 17:01:52.000,-71.9126434,4.9998207,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518500,true,2018-09-24 16:59:44.000,-71.0299301,5.5841918,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518501,true,2018-09-25 17:01:52.000,-71.0312576,5.5873666,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518502,true,2018-09-26 16:59:44.000,-71.0318222,5.5876737,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518503,true,2018-09-27 17:01:52.000,-71.0502243,5.5771008,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518504,true,2018-09-28 16:59:44.000,-71.050148,5.5775104,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518505,true,2018-09-29 17:01:52.000,-71.0282364,5.5811968,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518506,true,2018-09-30 16:59:44.000,-71.0142059,5.6639872,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518507,true,2018-10-01 17:01:52.000,-71.0122604,5.6395903,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518508,true,2018-10-02 16:59:44.000,-71.012085,5.640717,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518509,true,2018-10-03 17:01:52.000,-71.0116501,5.6408191,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518510,true,2018-10-04 16:59:44.000,-71.0109024,5.6398206,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518511,true,2018-10-05 17:01:52.000,-70.7610245,-2.3498368,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518512,true,2018-10-06 16:59:44.000,-68.1855392,-12.7605124,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518513,true,2018-10-07 17:01:52.000,-63.6897659,-15.8528643,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518514,true,2018-10-08 16:59:44.000,-63.6897163,-15.8531456,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518515,true,2018-10-09 17:01:52.000,-63.6896629,-15.8539133,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518516,true,2018-10-10 16:59:44.000,-63.6896133,-15.8539906,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518517,true,2018-10-11 17:01:52.000,-63.7071762,-15.8528643,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518518,true,2018-10-12 16:59:44.000,-62.6411133,-17.2859001,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518519,true,2018-10-13 17:01:52.000,-62.6406288,-17.2847233,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518520,true,2018-10-14 16:59:44.000,-62.6392174,-17.2841854,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518521,true,2018-10-15 17:01:52.000,-62.6388626,-17.2838268,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518522,true,2018-10-16 16:59:44.000,-62.641243,-17.2860546,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518523,true,2018-10-17 17:01:52.000,-62.6406517,-17.2846985,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518524,true,2018-10-18 16:59:44.000,-58.1199493,-19.6711807,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518525,true,2018-10-19 17:01:52.000,-57.7681274,-19.2418423,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518526,true,2018-10-20 16:59:44.000,-57.7536125,-19.2532864,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518527,true,2018-10-21 17:01:52.000,-57.7541008,-19.2596607,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518528,true,2018-10-22 16:59:44.000,-57.7539978,-19.2583561,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518529,true,2018-10-23 17:01:52.000,-57.7549438,-19.2595577,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518530,true,2018-10-24 16:59:44.000,-57.7540207,-19.2596607,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518531,true,2018-10-25 17:01:52.000,-56.1991806,-22.3355522,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518532,true,2018-10-26 16:59:44.000,-56.3108215,-22.7205753,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518533,true,2018-10-27 17:01:52.000,-56.3099785,-22.7178631,"gps","Calidris melanotos","175184","175184","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518534,true,2018-06-22 16:59:44.000,-145.7796021,70.1232224,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518535,true,2018-06-23 17:01:52.000,-145.7797241,70.122612,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518536,true,2018-06-24 16:59:44.000,-145.779541,70.1231766,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518537,true,2018-06-25 17:01:52.000,-145.7861176,70.1219482,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518538,true,2018-06-26 16:59:44.000,-145.7794189,70.1225357,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518539,true,2018-06-27 17:01:52.000,-145.7841034,70.1224823,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518540,true,2018-06-28 16:59:44.000,-145.7797241,70.1225357,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518541,true,2018-06-29 17:01:52.000,-145.7819977,70.1215591,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518542,true,2018-06-30 16:59:44.000,-145.7823639,70.1227646,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518543,true,2018-07-01 17:01:52.000,-145.7642822,70.1183624,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518544,true,2018-07-02 16:59:44.000,-145.7837982,70.1225357,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518545,true,2018-07-03 17:01:52.000,-145.7913971,70.1186676,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518546,true,2018-07-04 16:59:44.000,-145.7640839,70.118515,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518547,true,2018-07-05 17:01:52.000,-145.7332611,70.1074524,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518548,true,2018-07-06 16:59:44.000,-145.7406616,70.0935516,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518549,true,2018-07-07 17:01:52.000,-137.6699982,69.0195618,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518550,true,2018-07-08 16:59:44.000,-137.3794708,68.9156494,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518551,true,2018-07-10 16:59:44.000,-133.6389008,69.1535721,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518552,true,2018-07-11 17:01:52.000,-132.4904022,69.4850464,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518553,true,2018-07-12 16:59:44.000,-132.1906891,69.6591263,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518554,true,2018-07-13 17:01:52.000,-130.8491669,69.6610718,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518555,true,2018-07-14 16:59:44.000,-130.8515472,69.659584,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518556,true,2018-07-15 17:01:52.000,-129.6096191,70.1575012,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518557,true,2018-07-16 16:59:44.000,-129.5589447,70.137001,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518558,true,2018-07-17 17:01:52.000,-129.5582581,70.1365356,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518559,true,2018-07-18 16:59:44.000,-111.0792084,65.5207291,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518560,true,2018-07-19 17:01:52.000,-111.0573196,65.5344543,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518561,true,2018-07-20 16:59:44.000,-101.1208344,65.8726807,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518562,true,2018-07-21 17:01:52.000,-100.507019,66.0074844,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518563,true,2018-07-22 16:59:44.000,-100.4924774,66.0159378,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518564,true,2018-07-23 17:01:52.000,-100.151413,65.7063828,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518565,true,2018-07-24 16:59:44.000,-99.3737564,65.7199707,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518566,true,2018-07-25 17:01:52.000,-98.961113,65.7987976,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518567,true,2018-07-26 16:59:44.000,-98.9447327,65.8065033,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518568,true,2018-07-27 17:01:52.000,-98.9417343,65.8046341,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518569,true,2018-07-28 16:59:44.000,-96.3304291,59.2818031,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518570,true,2018-07-29 17:01:52.000,-100.2918015,49.6735115,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
16561518571,true,2018-07-30 16:59:44.000,-100.3376007,49.8830986,"gps","Calidris melanotos","175186","175186","Arctic shorebird migration tracking study - Pectoral Sandpiper"
